Language;Code;Number of Responses;H Statistic;Modal Response;Modal Response Percentage;I don't know Response Percentage";Idiosyncratic Response Percentage;Familiarity
American English;702;80;0,561752608;fire extinguisher;86,84210526;0;5;84,45
American English;707;80;0,655023991;dog;83,11688312;0;3,75;91,05
American English;708;80;1,435464878;chimpanzee;55,69620253;0;1,25;82,11
American English;709;80;1,165051704;swimmer;73,07692308;0;2,5;87,15
American English;710;80;0;doctor;100;0;5;85,49
American English;711;80;0,508284032;lawn mower;91,13924051;0;1,25;83,99
American English;715;80;0,843567089;pool table;79,48717949;0;2,5;84,5
American English;717;80;0,564438994;accordion;90;0;0;73,76
American English;718;80;0,343519741;pants;93,58974359;0;2,5;89,64
American English;720;80;0;kite;100;0;2,5;84,05
American English;724;80;0,294615206;whale;94,80519481;0;3,75;84,11
American English;726;80;0,593383971;waiter;88,75;0;0;85,75
American English;727;80;0,470956314;hose;92,10526316;0;5;84,56
American English;729;80;0,883726213;Statue of Liberty;77,63157895;0;5;89,94
American English;730;80;0;kitchen;100;0;0;90,48
American English;732;80;0,761587787;ball;77,92207792;0;3,75;83,21
American English;733;80;0,230709956;glasses;96,25;0;0;92,54
American English;734;80;1,736251028;washing machine;46,15384615;0;2,5;86,96
American English;736;80;1,035047341;wizard;80;0;6,25;79,56
American English;740;80;1,350877475;fishing;52,5;0;0;83,01
American English;741;80;0,343100308;candy;94,87179487;0;2,5;86,16
American English;743;80;0;scarecrow;100;0;0;82,85
American English;745;80;0,168660931;well;97,5;0;0;83,26
American English;746;80;0,925880489;bowling pin;75,32467532;0;3,75;85,06
American English;747;80;0,844015835;bathtub;82,5;0;0;87,24
Australian English;1;80;0,387743181;mouse;92,40506329;0;1,25;79,2
Australian English;4;80;1,006673894;church;72,97297297;0;7,5;73,875
Australian English;5;80;0,894129834;shoulder;80,82191781;2,5;6,25;79,125
Australian English;6;80;0,978109827;chin;79,48717949;1,25;1,25;83,6125
Australian English;7;80;0,239873825;fairy;96,05263158;3,75;1,25;77,1375
Australian English;8;80;0,294615206;leg;94,80519481;0;3,75;87,475
Australian English;9;80;0,170330576;shower;97,46835443;0;1,25;89,275
Australian English;11;80;0,671709188;burger;86,25;0;0;90,7375
Australian English;12;80;0;mermaid;100;0;0;77,7375
Australian English;14;80;1,590129883;robe;57,14285714;1,25;2,5;83,35
Australian English;15;80;0,168660931;lion;97,5;0;0;79,125
Australian English;16;80;1,206834401;hunter;67,53246753;1,25;2,5;71,175
Australian English;17;80;0,413888922;devil;93,42105263;1,25;3,75;75,5375
Australian English;19;80;0,750000778;turkey;87,01298701;1,25;2,5;74,325
Australian English;20;80;0;skeleton;100;0;0;85,2
Australian English;21;80;0,168660931;boxer;97,5;0;0;81,2375
Australian English;23;80;0,994329046;bicycle;54,43037975;0;1,25;87,4375
Australian English;24;80;0,513072912;bone;91,02564103;1,25;1,25;82,75
Australian English;26;80;0,391243564;onion;92,30769231;1,25;1,25;82,4625
Australian English;28;80;0,353359335;microscope;93,33333333;0;6,25;77,3375
Australian English;29;80;0;cowboy;100;0;5;72,95
Australian English;30;80;0,346563258;farm;94,80519481;1,25;2,5;82,5375
Australian English;32;80;0;crown;100;0;1,25;77,7375
Australian English;35;80;0;ear;100;1,25;1,25;87,725
Australian English;38;80;0;spider;100;0;1,25;83,6875
Australian English;39;80;0,715719895;pocket;87,67123288;1,25;7,5;79,2
Australian English;42;80;0;pear;100;1,25;1,25;85,975
Australian English;43;80;1,308664316;brush;49,36708861;0;1,25;87,375
Australian English;46;80;0,946887244;screwdriver;78,20512821;0;2,5;84,1125
Australian English;47;80;0;desert;100;0;3,75;78,375
Australian English;48;80;1,351422708;firefighter;46,66666667;0;6,25;76
Australian English;52;80;0,443458145;saw;90,78947368;0;5;79,9
Australian English;53;80;1,044061887;bag;75,64102564;0;2,5;86,275
Australian English;55;80;0;shadow;100;2,5;1,25;86,2
Australian English;56;80;0;elbow;100;0;0;87,975
Australian English;57;80;1,245556203;stamp;71,62162162;1,25;6,25;80,4625
Australian English;61;80;0,573523605;newspaper;89,85507246;0;13,75;78,1125
Australian English;62;80;1,129207372;wasp;74,6835443;0;1,25;77,425
Australian English;63;80;0,946858989;balcony;82,05128205;0;2,5;81,3375
Australian English;64;80;0,175565026;button;97,36842105;1,25;3,75;86,075
Australian English;66;80;0,845138639;roof;84,72222222;2,5;7,5;80,5375
Australian English;67;80;1,334679141;couch;61,53846154;1,25;1,25;87,6625
Australian English;68;80;0,168660931;candle;97,5;0;0;87,2
Australian English;69;80;0;banana;100;0;0;89,9
Australian English;70;80;1,252299942;orchestra;74,64788732;0;11,25;73,8625
Australian English;71;80;0,470956314;trophy;92,10526316;2,5;2,5;79,4625
Australian English;72;80;0,834370519;cheese;81,33333333;0;6,25;84,525
Australian English;73;80;0;wave;100;1,25;2,5;81,6625
Australian English;74;80;0,170330576;tractor;97,46835443;1,25;0;76,6625
Australian English;75;80;0;balloon;100;0;0;85,58227848
Australian English;76;80;0;broccoli;100;0;2,5;85,0375
Australian English;77;80;0;camel;100;0;0;77,1625
Australian English;78;80;0;key;100;1,25;0;91,35
Australian English;79;80;0;keyboard;100;0;1,25;89,275
Australian English;80;80;0;helicopter;100;0;0;79,7
Australian English;81;80;1,332949789;meat;72,36842105;3,75;1,25;80,0375
Australian English;82;80;1,034382311;park;71,05263158;0;5;82,3
Australian English;83;80;0,73206669;heart;79,48717949;0;2,5;86,95
Australian English;84;80;0;mask;100;0;5;74,95
Australian English;85;80;0,682199511;diamond;89,74358974;0;2,5;84,75
Australian English;86;80;1,50458143;river;69,8630137;0;8,75;76,9
Australian English;87;80;0;robot;100;0;1,25;75,7625
Australian English;88;80;1,830627131;crutch;52,77777778;5;5;69,15
Australian English;90;80;0,343519741;moon;93,58974359;0;2,5;86,65
Australian English;91;80;0;mouth;100;0;2,5;84,4625
Australian English;92;80;0,674572287;seal;87,34177215;0;1,25;77,7125
Australian English;96;80;0,409780208;milk;93,50649351;0;3,75;85,975
Australian English;97;80;0,397974479;feather;93,75;0;0;84,8625
Australian English;98;80;0;tiger;100;0;1,25;82,575
Australian English;99;80;1,429452374;painting;74,02597403;0;3,75;80,2125
Australian English;100;80;0;nose;100;0;0;89,1125
Australian English;101;80;1,543610996;drums;40;0;0;81,6875
Australian English;102;80;0,360275056;hair;93,15068493;0;8,75;87,0875
Australian English;104;80;0,468995594;elevator;90;0;0;86,8
Australian English;105;80;0,528057175;deer;90,66666667;2,5;3,75;73,025
Australian English;106;80;0,65195247;greenhouse;87,67123288;2,5;6,25;73,05
Australian English;107;80;0,779914061;saxophone;83,33333333;1,25;1,25;70,7125
Australian English;108;80;0;calendar;100;0;0;86,9
Australian English;110;80;0,930586129;table;65,38461538;1,25;1,25;85,1375
Australian English;111;80;0;dragon;100;0;1,25;76,1625
Australian English;112;80;0,173781323;lung;97,4025974;1,25;2,5;80,275
Australian English;113;80;0,844421792;lake;84,50704225;0;11,25;78,4625
Australian English;114;80;0;fruit;100;0;0;88,9
Australian English;115;80;1,21358602;hippo;57,14285714;2,5;1,25;78,625
Australian English;116;80;0,286396957;fire;95;0;0;86,85
Australian English;117;80;0,798194339;horse;81,57894737;1,25;3,75;80,8
Australian English;118;80;2,173879106;cut;36,48648649;0;7,5;84,125
Australian English;121;80;0;maze;100;0;0;77,8875
Australian English;122;80;0;chair;100;0;1,25;87,55
Australian English;124;80;0,677492163;corner;86,07594937;1,25;0;84,225
Australian English;125;80;0,999525689;kiwi fruit;51,28205128;2,5;0;82,1
Australian English;126;80;0;parachute;100;1,25;2,5;75,9
Australian English;127;80;1,434969169;sack;67,6056338;0;11,25;69,0125
Australian English;128;80;1,355157776;doll;68,75;0;0;75,4375
Australian English;129;80;0,170330576;lemon;97,46835443;0;1,25;85,7875
Australian English;131;80;0,970745058;singer;76,31578947;1,25;3,75;82,7875
Australian English;137;80;0,811278124;rat;75;0;0;78,35
Australian English;138;80;0,391243564;fridge;92,30769231;1,25;1,25;88,0625
Australian English;139;80;0;ghost;100;1,25;0;76,375
Australian English;140;80;0,51594693;tap;88,46153846;1,25;1,25;85,65
Australian English;141;80;0,472995362;sunflower;89,87341772;1,25;0;82,975
Australian English;142;80;0,428069629;glass;91,25;0;0;87,1875
Australian English;145;80;0,961616993;bin;78,48101266;0;1,25;86,0125
Australian English;146;80;0,84243985;olive;85,07462687;13,75;2,5;62,7375
Australian English;148;80;1,250992225;pipe;70,66666667;1,25;5;68,75
Australian English;149;80;0,9905577;keyhole;55,71428571;5;7,5;78,0875
Australian English;150;80;0,523587893;puddle;92,10526316;2,5;2,5;80,3625
Australian English;152;80;0;snail;100;1,25;0;81,0375
Australian English;153;80;0,401825855;cigarette;93,67088608;1,25;0;79,4875
Australian English;154;80;0;dominoes;100;0;1,25;81,175
Australian English;155;80;0,353724751;bullet;94,66666667;3,75;2,5;69,125
Australian English;156;80;1,146395924;recorder;48,71794872;1,25;1,25;74,2375
Australian English;159;80;0,170330576;beard;97,46835443;0;1,25;85,3125
Australian English;160;80;0;wheelbarrow;100;5;1,25;80,075
Australian English;161;80;0,230709956;tie;96,25;0;0;83,1
Australian English;163;80;0;coconut;100;0;0;85,925
Australian English;164;80;0,291818257;road;94,87179487;1,25;1,25;89,2125
Australian English;165;80;0,170330576;belt;97,46835443;1,25;0;86,8375
Australian English;167;80;1,326110629;shoelace;66,23376623;1,25;2,5;81,6
Australian English;169;80;0,173781323;back;97,4025974;0;3,75;87,025
Australian English;170;80;1,116721258;goal;72,15189873;1,25;0;77,5125
Australian English;172;80;1,151322906;parrot;70,88607595;0;1,25;77,8625
Australian English;173;80;1,198645052;pharmacy;63,88888889;0;10;81,225
Australian English;175;80;1,324732368;painter;56,96202532;1,25;0;80,7
Australian English;177;80;0;mushroom;100;0;1,25;82,3875
Australian English;178;80;0,175565026;bridge;97,36842105;0;5;79,1125
Australian English;181;80;0;triangle;100;0;0;87,6875
Australian English;184;80;0;witch;100;1,25;1,25;77,425
Australian English;185;80;1,119101866;soccer ball;70,51282051;2,5;0;81,6875
Australian English;186;80;0,792561874;engine;83,09859155;6,25;5;60,85
Australian English;187;80;0,800195005;city;82,5;0;0;81,85
Australian English;189;80;0,881290899;crocodile;70;0;0;79,2875
Australian English;190;80;0,857278168;rain;78,75;0;0;87,4375
Australian English;191;80;0,173781323;salad;97,4025974;0;3,75;83,9375
Australian English;192;80;0;thermometer;100;3,75;10;74,7375
Australian English;193;80;0;jellyfish;100;1,25;1,25;77,6125
Australian English;196;80;0,67697596;computer;87,17948718;0;2,5;85,3375
Australian English;197;80;0,915024102;compass;76,47058824;10;5;67,5375
Australian English;199;80;0,888407478;skirt;82,89473684;5;0;73,0875
Australian English;200;80;0,544820078;trumpet;90,54054054;1,25;6,25;69,325
Australian English;204;80;0,513072912;printer;91,02564103;0;2,5;84,4375
Australian English;205;80;0,175565026;ankle;97,36842105;0;5;84,3
Australian English;207;80;0,650838804;scar;87,01298701;0;3,75;83,6875
Australian English;208;80;0;microphone;100;1,25;0;83,0625
Australian English;209;80;0;boomerang;100;1,25;2,5;80,2875
Australian English;210;80;1,334199055;nipple;55,69620253;0;1,25;85,9125
Australian English;212;80;0,51157797;scale;91,17647059;2,5;12,5;72,725
Australian English;216;80;0,528057175;hammer;90,66666667;1,25;5;73,875
Australian English;218;80;0,998000884;nappy;52,63157895;0;5;79,1625
Australian English;220;80;0,946887244;seagull;78,20512821;0;2,5;81,35
Australian English;221;80;1;dummy;50;3,75;3,75;76,175
Australian English;222;80;0,461881705;knee;92,30769231;0;2,5;87,3625
Australian English;223;80;0;zipper;100;0;0;87,2
Australian English;224;80;0,909736123;paintbrush;67,5;0;0;82,4875
Australian English;226;80;0,232927855;train;96,20253165;0;1,25;87,8
Australian English;227;80;0,948171205;wall;74,02597403;2,5;1,25;82,3
Australian English;228;80;1,974246191;acorn;60,29411765;5;10;55,925
Australian English;231;80;2,420762241;chest;39,47368421;1,25;3,75;78,2875
Australian English;232;80;1,460062298;llama;59,45945946;5;2,5;59,875
Australian English;233;80;0,650022422;salt;83,33333333;1,25;1,25;85,925
Australian English;234;80;1,557627861;plate;73,33333333;1,25;5;80,525
Australian English;235;80;1,504551566;needle;65,78947368;1,25;3,75;79,2875
Australian English;236;80;0;giraffe;100;0;0;81,3875
Australian English;238;80;0,428069629;puzzle;91,25;0;0;82,425
Australian English;239;80;1,766657752;woman;55,12820513;0;2,5;81,8375
Australian English;240;80;1,800153486;castle;44,15584416;1,25;2,5;63,5375
Australian English;241;80;0;eye;100;0;1,25;87,3125
Australian English;242;80;0,98285869;mailman;57,69230769;0;2,5;79,5375
Australian English;244;80;0,714933268;light bulb;87,5;0;0;83,3
Australian English;245;80;0,577653903;roots;86,25;0;0;80,8875
Australian English;246;80;0;dentist;100;1,25;2,5;84,8625
Australian English;247;80;0,168660931;brain;97,5;0;0;83,275
Australian English;248;80;2,018472861;cart;48,05194805;2,5;1,25;59,9375
Australian English;249;80;0;potato;100;1,25;2,5;86,0375
Australian English;252;80;0,51594693;lizard;88,46153846;1,25;1,25;81,2875
Australian English;253;80;0,177389453;choir;97,33333333;0;6,25;80,7625
Australian English;254;80;0,230709956;butcher;96,25;0;0;83,375
Australian English;255;80;0,28907946;shovel;94,93670886;0;1,25;82,925
Australian English;258;80;1,420347926;bread;48,05194805;1,25;2,5;86,525
Australian English;260;80;0;island;100;0;0;81,0375
Australian English;261;80;2,64735688;lamp post;31,64556962;1,25;0;75,35
Australian English;264;80;0,337290067;hand;93,75;0;0;89,7125
Australian English;265;80;0,237508144;pirate;96,1038961;0;3,75;77,9125
Australian English;266;80;0,51594693;heel;88,46153846;0;2,5;78,45
Australian English;267;80;0,28907946;knot;94,93670886;0;1,25;80,55
Australian English;268;80;0,286396957;bed;95;0;0;91
Australian English;269;80;1,133309227;chameleon;71,42857143;1,25;2,5;68,225
Australian English;270;80;0;arrow;100;1,25;2,5;83,8
Australian English;271;80;0,428069629;rabbit;91,25;0;0;81,7125
Australian English;273;80;0,173781323;bus;97,4025974;0;3,75;83,9625
Australian English;275;80;1,1723854;cape;73,68421053;0;5;71,1375
Australian English;277;80;0,706274089;wig;80,76923077;1,25;1,25;79,0125
Australian English;278;80;0,172036949;drum;97,43589744;1,25;1,25;79,95
Australian English;281;80;0,179256067;pomegranate;97,2972973;2,5;5;79,5875
Australian English;282;80;0,848548178;rhino;72,5;0;0;76,875
Australian English;283;80;0,991992403;limousine;55,26315789;0;5;75,85
Australian English;285;80;0;carrot;100;0;0;88,875
Australian English;286;80;0;tunnel;100;0;3,75;81,95
Australian English;288;80;0,662766586;forest;86,66666667;0;6,25;80,9
Australian English;289;80;1,714226672;finger;34,17721519;0;1,25;85,3875
Australian English;290;80;0,922406262;bird cage;66,25;0;0;81,25
Australian English;291;80;0,713309144;trigger;84,81012658;0;1,25;75,2875
Australian English;292;80;0,177389453;compass;97,33333333;2,5;3,75;78,925
Australian English;293;80;0,773228349;dinosaur;84,61538462;0;2,5;71,45
Australian English;294;80;0,170330576;plumber;97,46835443;0;1,25;80,8375
Australian English;295;80;0,384311544;flag;92,5;0;0;83,9875
Australian English;297;80;1,431304622;plane;55,69620253;0;1,25;87,2
Australian English;299;80;0,961236605;ostrich;61,53846154;1,25;1,25;73,0875
Australian English;301;80;0;sword;100;1,25;1,25;77
Australian English;303;80;0,263777437;mime;95,52238806;2,5;13,75;71,9
Australian English;307;80;0,28907946;wing;94,93670886;0;1,25;80,425
Australian English;308;80;0,586918583;dice;85,8974359;1,25;1,25;87,5875
Australian English;309;80;0,472995362;ice cream;89,87341772;0;1,25;87,875
Australian English;310;80;0,965939023;envelope;78,48101266;0;1,25;85,7375
Australian English;311;80;0,645049998;razor;87,17948718;0;2,5;85,6875
Australian English;312;80;0;flower;100;0;0;77,1375
Australian English;313;80;1,133340364;barber;65,82278481;1,25;0;82,5375
Australian English;314;80;1,001829552;perfume;76,92307692;1,25;1,25;82,2
Australian English;315;80;0,888907614;ufo;77,21518987;1,25;0;70,075
Australian English;317;80;1,512057134;soldier;68,49315068;0;8,75;77,6
Australian English;318;80;0;leaf;100;0;0;83,75
Australian English;319;80;0;cow;100;0;0;86,4125
Australian English;320;80;1,002081795;church;77,02702703;2,5;5;74,0375
Australian English;323;80;0;owl;100;0;1,25;81,7
Australian English;324;80;0,926504446;fish;65,82278481;0;1,25;84,1875
Australian English;326;80;0;tomato;100;0;1,25;88,675
Australian English;327;80;0,339712371;helmet;94,93670886;0;1,25;82,975
Australian English;330;80;1,372182908;crocodile;65,75342466;2,5;6,25;73,6875
